1817.38,565961
1817.54336,568534
1817.70672,540740
1817.87008,538947
1818.03344,511819
1818.1968,476841
1818.36016,461724
1818.52352,442969
1818.68688,426282
1818.85024,419984
1819.0136,390093
1819.17696,384221
1819.34032,357637
1819.50368,345672
1819.66704,335426
1819.8304,321034
1819.99376,315090
1820.15712,301862
1820.32048,287708
1820.48384,281226
1820.6472,269812
1820.81056,273680
1820.97392,255649
1821.13728,257584
1821.30064,243793
1821.464,229006
1821.62736,236465
1821.79072,233382
1821.95408,218548
1822.11744,225600
1822.2808,220236
1822.44416,214315
1822.60752,209070
1822.77088,207097
1822.93424,194166
1823.0976,195061
1823.26096,197596
1823.42432,194116
1823.58768,194579
1823.75104,179897
1823.9144,178097
1824.07776,176025
1824.24112,167847
1824.40448,171040
1824.56784,159109
1824.7312,160648
1824.89456,155990
1825.05792,153339
1825.22128,149227
1825.38464,141765
1825.548,140447
1825.71136,138721
1825.87472,132653
1826.03808,130770
1826.20144,123145
1826.3648,119407
1826.52816,121519
1826.69152,115871
1826.85488,111675
1827.01824,104968
1827.1816,110377
1827.34496,101355
1827.50832,96796
1827.67168,98197
1827.83504,89624
1827.9984,87252
1828.16176,81130
1828.32512,86829
1828.48848,81859
1828.65184,79187
1828.8152,71572
1828.97856,70249
1829.14192,65822
1829.30528,65494
1829.46864,61350
1829.632,58495
1829.79536,55473
1829.95872,53423
1830.12208,50414
1830.28544,49719
1830.4488,44505
1830.61216,41578
1830.77552,43739
1830.93888,42054
1831.10224,40930
1831.2656,39266
1831.42896,37467
1831.59232,33011
1831.75568,35421
1831.91904,37656
1832.0824,32177
1832.24576,31907
1832.40912,31466
1832.57248,31726
1832.73584,30172
1832.8992,32123
1833.06256,29022
1833.22592,30340
1833.38928,27431
1833.55264,29728
1833.716,28072
1833.87936,27194
1834.04272,29136
1834.20608,28838
1834.36944,25149
1834.5328,29260
1834.69616,25962
1834.85952,24481
1835.02288,23793
1835.18624,25530
1835.3496,22424
1835.51296,23960
1835.67632,23072
1835.83968,25370
1836.00304,23716
1836.1664,22571
1836.32976,23241
1836.49312,24102
1836.65648,24400
1836.81984,23240
1836.9832,20869
1837.14656,21015
1837.30992,22261
1837.47328,23572
1837.63664,22705
1837.8,21743
1837.96336,23091
1838.12672,21930
1838.29008,22872
1838.45344,21539
1838.6168,22659
1838.78016,20492
1838.94352,21471
1839.10688,20966
1839.27024,21395
1839.4336,21986
1839.59696,17102
1839.76032,20236
1839.92368,19727
1840.08704,20364
1840.2504,19543
1840.41376,21192
1840.57712,18945
1840.74048,20787
1840.90384,19893
1841.0672,18204
1841.23056,19303
1841.39392,19712
1841.55728,18374
1841.72064,18293
1841.884,17822
1842.04736,17815
1842.21072,18030
1842.37408,17876
1842.53744,17384
1842.7008,17184
1842.86416,17225
1843.02752,16318
1843.19088,17114
1843.35424,18893
1843.5176,14559
1843.68096,14782
1843.84432,16121
1844.00768,15661
1844.17104,15593
1844.3344,15030
1844.49776,17027
1844.66112,15375
1844.82448,15001
1844.98784,16360
1845.1512,14961
1845.31456,14108
1845.47792,15039
1845.64128,14358
1845.80464,13590
1845.968,13292
1846.13136,15363
1846.29472,15400
1846.45808,14395
1846.62144,15410
1846.7848,14995
1846.94816,12819
1847.11152,13579
1847.27488,13975
1847.43824,14306
1847.6016,14169
1847.76496,13659
1847.92832,13341
1848.09168,13893
1848.25504,11945
1848.4184,13031
1848.58176,13005
1848.74512,12375
1848.90848,12954
1849.07184,12784
1849.2352,11856
1849.39856,12373
1849.56192,11937
1849.72528,11579
1849.88864,12099
1850.052,12160
1850.21536,10220
1850.37872,11471
1850.54208,10886
1850.70544,12263
1850.8688,10744
1851.03216,10044
1851.19552,11790
1851.35888,9789
1851.52224,10293
1851.6856,9376
1851.84896,12080
1852.01232,10704
1852.17568,10671
1852.33904,10271
1852.5024,11526
1852.66576,10532
1852.82912,9350
1852.99248,10090
1853.15584,9315
1853.3192,9143
1853.48256,10568
1853.64592,10133
1853.80928,8216
1853.97264,10645
1854.136,9349
1854.29936,10222
1854.46272,7952
1854.62608,10166
1854.78944,9641
1854.9528,9477
1855.11616,9906
1855.27952,9657
1855.44288,10379
1855.60624,8916
1855.7696,9158
1855.93296,9404
1856.09632,8640
1856.25968,9989
1856.42304,9329
1856.5864,8748
1856.74976,7684
1856.91312,7951
1857.07648,9812
1857.23984,7746
1857.4032,8237
1857.56656,8698
1857.72992,8645
1857.89328,8158
1858.05664,8907
1858.22,8814
1858.38336,7355
1858.54672,8342
1858.71008,8649
1858.87344,6913
1859.0368,8466
